# Location database data run 2014 Oct 7
# =====================================================================================================================
# On tethys:
#
# \f |
# \a
# select l.*,n.easting,n.northing from location_data l left outer join naptan n on l.crs=n.crscode order by location;
# =====================================================================================================================
id|location|crs|nlc|tiploc|stanox|station|delay_monitor_point|data|notes|easting|northing
8503|Over & Wharton ICI||||37015|f|f|f|||
8508|Oxcroft Colliery|OXM|672100|OXCRFCL|27101|t|f|f|||
8509|Oxcroft Disposal Point||672102|OXCRFHH|27102|f|f|f|||
8510|Oxcroft Junction||672101|OXCRFJN|27103|f|f|f|||
8511|Oxenholme Carriage Sidings|||OXENHCS||f|f|f|||
8512|Oxenholme Civil Engineernulls Sidings||209012|OXENCE|11011|f|f|f|||
8513|Oxenholme Down Goods Loop||209007|OXENDGL|11010|f|f|f|||
8514|Oxenholme Lake District|OXN|209000|OXENHLM|11012|t|f|f||353125|490165
8515|Oxenholme Up Goods Loop||209006|OXENUGL|11009|f|f|f|||
8516|Oxenhope Keighley and Worth Valley Railway||846814|OXHP|17013|f|f|f|||
8517|Oxford|OXF|311500|OXFD|74446|t|f|f||450477|206341
8518|Oxford Banbury Road Ground Frame||311660|OXFDBGF|74551|f|f|f|||
8519|Oxford Banbury Road Sidings|OXR|311600|OXFDBRS|74552|t|f|f|||
8520|Oxford Bletchley Ground Frame||||74450|f|f|f|||
8521|Oxford Bus Station||311503|OXFDBUS||f|f|f|||
8522|Oxford Circus|ZOC|066900|||t|f|f|||
8524|Oxford Down Carriage Siding|XOX|311567|OXFDCSD|74448|f|f|f|||
8523|Oxford Down/Up Passenger Loop||311512|OXFDUPL|74440|f|f|f|||
8525|Oxford Frideswide Square||311504|OXFDFSQ||f|f|f|||
8526|Oxford Loco Inspection Point|OXL||OXFDLIP||t|f|f|||
8527|Oxford North Junction|ONJ|311559|OXFDNNJ|74447|t|f|f|||
8530|Oxford Signal OX121||311513|OXFD121|74432|f|f|f|||
8528|Oxford Signal OX74||311574|OXFDX74||f|f|f|||
8529|Oxford Signal OX90||311579|OXFD90|74437|f|f|f|||
8531|Oxford South Up/Down Passenger Loop|||OXFDSPL||f|f|f|||
8532|Oxford South Yard||311511|OXFDSY|74440|f|f|f|||
8533|Oxford Station North|||OXFDSN||f|f|f|||
8534|Oxford Up And Down Passenger||311510|OXFDUDP|74455|f|f|f|||
8535|Oxford Up Carriage Sidings|OXU|311558|OXFDUCS|74445|t|f|f|||
8536|Oxheys Goods Loop||275313|OXHYSGL|30108|f|f|f|||
8537|Oxley Carriage Maintenance Depot|XOY|462911|OXLEYCS|65036|f|f|f|||
8538|Oxley Carriage Sidings|||OXLEYS|65036|f|f|f|||
8539|Oxley Down Goods Loop||462905|OXLEDGL|65040|f|f|f|||
8540|Oxley Junction|||OXLEYJ||f|f|f|||
8541|Oxley Signal Box||462900|OXLEY|65037|f|f|f|||
8542|Oxley Up Goods Loop||462903|OXLEUGL|65038|f|f|f|||
8543|Oxmarsh Level Crossing||620914|OXMRSHX|21016|f|f|f|||
8544|Oxshott|OXS|560200|OXSHOTT|87193|t|f|f||514172|160973
8545|Oxted|OXT|537700|OXTED|87751|t|f|f||539318|152862
8545|Oxted|OXT|537700|OXTED|87751|t|f|f||539317|152862
8546|Oxted Signal 301||537703|OXTE301|87748|f|f|f|||
8547|Oxted Signal 306||537702|OXTE306|87749|f|f|f|||
8548|Oxted Up Siding||537706|OXTEUSD|87750|f|f|f|||
8549|Oxwellmains Blue Circle|OXW|939712|OXWLMNS|4831|t|f|f|||
8550|Oxwellmains Crossover||939715|OXWLCO|4840|f|f|f|||
8551|Oxwellmains Down Marcroft Engineering||939716|OXWLME|4843|f|f|f|||
8552|Oxwellmains Haul Waste/Up Sidings||939711|OXWLSUP|4830|f|f|f|||
8553|Oxwellmains Lafarge||939714|OXWLFHH|4841|f|f|f|||
8554|Oxwellmains Marcroft||||4839|f|f|f|||
8555|Paddington|PAD|308700|PADTON|73000|t|f|f||526600|181300
8556|Paddington Bakerloo LUL||308704|PADTLUL|72360|f|f|f|||
8557|Paddington Ballast Trains||308705|PADTBAL|73001|f|f|f|||
8558|Paddington Excess Fare Window||9644|||f|f|f|||
8559|Paddington Link Line||308703|PADTLNK|73002|f|f|f|||
8560|Paddington LT|ZPA|067000|||t|f|f|||
8561|Paddington New Yard||308874|PADTNNY|73104|f|f|f|||
8562|Paddington Signal SN26||308802|PADT026||f|f|f|||
8563|Paddington Signal SN28||308803|PADT028||f|f|f|||
8564|Paddington Signal SN30||308804|PADT030||f|f|f|||
8565|Paddington Signal SN32||308805|PADT032||f|f|f|||
8566|Paddington Signal SN34||308806|PADT034||f|f|f|||
8567|Paddington Signal SN36||308807|PADT036||f|f|f|||
8569|Paddington Signal SN6010||308801|PADT010||f|f|f|||
8568|Paddington Signal SN93||308817|PADT093||f|f|f|||
8570|Paddington [unknown feature]||||73940|f|f|f|||
8571|Paddington Yard Marcon Topmix|PAY|308883|PADTNTT|73105|t|f|f|||
8572|Paddock Wood|PDW|522400|PKWD|89331|t|t|t||567079|145272
8573|Paddock Wood Civil Engineernulls Sidings||522420|PKWDCCE|89333|f|f|f|||
8574|Paddock Wood Down Siding West||522404|PKWDDSW|89331|f|t|t|||
8575|Paddock Wood Keylands Sidings||522417|PKWDKSD|89330|f|f|f|||
8576|Paddock Wood Signal AD183X||522402|PKWD183|89335|f|f|f|||
8577|Paddock Wood Signal AD2071||522407|PKWD071|89336|f|f|f|||
8578|Paddock Wood Transfesa||||89334|f|f|f|||
8579|Paddock Wood Up Sidings||522405|PKWDUS|89333|f|f|f|||
8580|Paddock Wood Whirlpool|PWD|522419|PKWDWLP|89332|t|f|f|||
8581|Padgate|PDG|238700|PADGATE|36714|t|f|f||363080|390030
8582|Padiham CEGB Sidings|||PADIHAM|29056|f|f|f|||
8583|Padstow Bus Terminus/Old Railway Station|PDT|034700|PDSTWBT||t|f|f|||
8584|Padstow Old Station|||PDSTHBT||f|f|f|||
8585|Paignton|PGN|342700|PAIGNTN|83631|t|f|f||288960|60600
8586|Paignton Crossover Ground Frame Paignton & Dartmouth Steam Railway||342705|PAIGXGF|83635|f|f|f|||
8587|Paignton (Queens Park)||342711|PAIGDVL|83632|f|f|f|||
8588|Paisley Canal|PCN|965700|PSLYCAN|7115|t|f|f||248320|663420
8589|Paisley Down Goods Loop||968378|PSLYDGL|7145|f|f|f|||
8590|Paisley Gallowhill Sidings||968305|PSLYGSD|7146|f|f|f|||
8591|Paisley Gilmour Street|PYG|968300|PSLYGST|7140|t|f|f||248304|664230
8592|Paisley Gilmour Street Signal 183||968307|PSLY183|7139|f|f|f|||
8593|Paisley Gilmour Street Signal 185||968308|PSLY185|7137|f|f|f|||
8594|Paisley St James|PYJ|966400|PSLYSTJ|7136|t|f|f||247200|664800
8595|Paisley Sub Signal P26||968301|PSLYP26|7141|f|f|f|||
8596|Paisley Up Civil Engineernulls Sidings||968380|PSLYUCE|7138|f|f|f|||
8597|Paisley Up Goods Loop||968379|PSLYUGL|7145|f|f|f|||
8598|Palace Gates Coal Concentration Depot|||PALACEG||f|f|f|||
8599|Pallion (Nexus)|PAI|868800|PALL||t|f|f|||
8600|Palmers Green|PAL|602100|PALMRSG|53307|t|f|t||530915|192745
8601|Pandy|||PANDY||f|f|f|||
8602|Pangbourne|PAN|303600|PANGBRN|74281|t|f|f||463251|176664
8603|Pannal|PNL|847900|PANNAL|17109|t|f|f||430710|451460
8604|Panteg|PNG|374100|PANTEG|76240|t|f|f|||
8605|Panteg & Griffithstown BSC|PGB|374111|PNTGBSC|76241|t|f|f|||
8606|Panteg & Griffithstown Fibre Glass||||76242|f|f|f|||
8607|Pantyffynnon|PTF|425000|PNTYFYN|79060|t|f|f||262300|210800
8608|Pantyffynnon Level Crossing||425020|PNTYLC|79061|f|f|f|||
8609|Pant Y Peron||430306|PANYPER|64610|f|f|f|||
8610|Par|PAR|352400|PARR|85111|t|f|f||207700|54100
8611|Paradise Junction||224202|PARADSJ|36083|f|f|f|||
8612|Parbold|PBL|240200|PARBOLD|35026|t|f|f||349080|410740
8613|Par Clay Sidings||||85112|f|f|f|||
8614|Par Down Goods Loop||352403|PARRDGL|85109|f|f|f|||
8615|Par Harbour ECC||352411|PARHECC|85212|f|f|f|||
8616|Paris Le Landy||||755|f|f|f|||
8617|Paris Le Landy Depot||081201|PARILLA|756|f|f|f|||
8618|Paris Nord|PBN|081200|PARISND|750|t|f|f|||
8619|Paris St Lazare|PAZ|081300|PARISLZ||t|f|f|||
8620|Park|PRK|296700|PARK|32119|t|f|f|||
8621|Parkandillack|PRD|350305|PRKADIL|85423|t|f|f|||
8622|Parkandillack Kernick ECC Siding||350307|PRKAKER|85418|f|f|f|||
8623|Parkandillack Treviscoe ECC Siding||350306|PRKATRE|85416|f|f|f|||
8624|Parkandillack Treviscoe Ground Frame||||85415|f|f|f|||
8625|Parkeston Carless Curve Headshunt|||PRKSCVH||f|f|f|||
8626|Parkeston Carless Refinery Headshunt|||PRKSCRH||f|f|f|||
8627|Parkeston Carless Sidings||690211|PRKSCLS|49402|f|f|f|||
8628|Parkeston Container Terminal|PKC|690000|PRKSTCT|49405|t|f|f|||
8629|Parkeston Down Through Siding|PDS|690219|PRKSDTS|49412|t|f|f|||
8630|Parkeston Goods Junction||690402|PRKSGJN|49401|f|f|f|||
8631|Parkeston Holding Sidings||690267|PRKSTHS|49408|f|f|f|||
8632|Parkeston Maritime||690269|PRKSTM|49409|f|f|f|||
8633|Parkeston New Yard Freightliner Heavy Haul||690403|PRKSNFL|49399|f|f|f|||
8635|Parkeston Quay Marcroft||||49407|f|f|f|||
8634|Parkeston Quay(Now Harwich International)|HPQ|690200|PRKSTON|49409|t|f|f||623803|232649
8636|Parkeston Quay Reception Siding||||49410|f|f|f|||
8638|Parkeston Quay Tip Sidings||690213|PRKSTIP|49403|f|f|f|||
8637|Parkeston Quay TSS||690401|PRKSTSS|49411|f|f|f|||
8639|Parkeston Refinery Carless Solvents||690212|PRKSREF|49413|f|f|f|||
8640|Parkeston Signal P21||690202|PRKS021|49417|f|f|f|||
8641|Parkeston Signal P211||690203|PRKS211|49409|f|f|f|||
8642|Parkeston Signal P245||690204|PRKS245|49419|f|f|f|||
8643|Parkeston Sorting Sidings|XPA|690400|PRKSTNY|49400|f|f|f|||
8644|Parkeston Up Tip Cripple Siding||690282|PRKSUTC|49416|f|f|f|||
8645|Parkeston Up Tip Sidings GB Railfreight||690215|PRKSUTP|49414|f|f|f|||
8646|Parkhead North Junction||990000|PKHDNJN||f|f|f|||
8648|Park Junction||367772|PRKJT|76505|f|f|f|||
8647|Park Junction|||PRKJ||f|f|f|||
8649|Park Lane Junction||774916|PKLNJN|13215|f|f|f|||
8650|Park Lane Junction (West Midlands)|XIA|110703|PLNEJT|66295|f|f|f|||
8651|Park Lane (Sunderland)|CIC|868500|CIVI|14034|t|f|f|||
8652|Park Lodge||363625|PRKLDG|76375|f|f|f|||
8653|Park North Junction||367773|PRKJNTH|76507|f|f|f|||
8654|Park Royal|PKY|313700|PROY|73303|t|f|f|||
8655|Park Royal Guinness|PRG|313713|PROYGNS|73305|t|f|f|||
8656|Park Royal LT|ZPK|067100|||t|f|f|||
8657|Park Royal Marcon||313715|PROYMAR|73306|f|f|f|||
8658|Parks Bridge Junction|XPY|505962|PKBGJN|88447|f|t|t|||
8659|Parkside Colliery|||PKSDCOL|35311|f|f|f|||
8660|Parkside Junction||225703|PKSDJT|35309|f|f|f|||
8661|Park South ||195360|PSTH|11227|f|f|f|||
8662|Park Station Junction|||PARKSTJ||f|f|f|||
8663|Parkstone (Dorset)|PKS|588200|PSTONE|86929|t|f|f||403770|91485
8664|Park Street|PKT|156100|PKST|71032|t|f|f||514733|204274
8665|Par Liner Sidings||352402|PARRLNR|85110|f|f|f|||
8666|Parsons Green LT|ZPG|067200|||t|f|f|||
8667|Parson Street|PSN|324600|PARSNST|81819|t|f|f||357849|170655
8668|Parson Street Junction||324601|PARSNSJ|81820|f|f|f|||
8669|Par Station Road|XDR|352401|PARRSTA||f|f|f|||
8670|Partick|PTK|991700|PTCK|6359|t|f|f||255630|666490
8671|Partick Civil Engineernulls Sidings||991770|PTCKCE|6358|f|f|f|||
8672|Partington Gas Works||||32411|f|f|f|||
8673|Partington Junction||281800|PRTNTNJ|32409|f|f|f|||
8674|Partington Power Station|||PRTNGPS|32413|f|f|f|||
8675|Partington Shell Sidings||281814|PRTNGSS|32414|f|f|f|||
8676|Parton|PRN|203200|PARTON|10059|t|f|f||297900|520610
8677|Parton North Junction||203201|PARTNNJ|10058|f|f|f|||
8678|Patchway|PWY|321300|PATCHWY|81116|t|f|f||361060|180930
8679|Patney||306211|PATNEY|74824|f|f|f|||
8680|Patricroft|PAT|291600|PTRCRFT|31742|t|f|f||376325|398733
8681|Patterton|PTT|977500|PATERTN|7561|t|f|f||253700|657700
8682|Peak Forest Cripple Siding||||34099|f|f|f|||
8683|Peak Forest Freightliner Heavy Haul Fuel Point||283204|PEAKFHH|34097|f|f|f|||
8685|Peak Forest Long Sidings||283205|PEAKLGS|34096|f|f|f|||
8684|Peak Forest RMC Sidings||283202|PEAKRMC|34101|f|f|f|||
8686|Peak Forest Sidings Advenza Freight||283206|PEAKADV|34092|f|f|f|||
8687|Peak Forest Signal 45||283207|PEAKF45||f|f|f|||
8688|Peak Forest Signal Box||283203|PEAKFSB|34098|f|f|f|||
8689|Peak Forest SL Sidings|||PEAKSLS||f|f|f|||
8690|Peak Forest South Sorting Sidings||283201|PEAKFRS|34100|f|f|f|||
8691|Peak Forest Up Sidings||283208|PEAKUSG|34093|f|f|f|||
8692|Peartree|PEA|168700|PEARTRE|57452|t|f|f||435535|333413
8693|Peckfield Signal Box||847711|PECKFSB|16601|f|f|f|||
8694|Peckham Queens Road|QRP|542400|PCKHMQD|88407|t|f|f||535020|176745
8695|Peckham Rye (Catford Loop Lines)|PMR|542300|PCKHMRY|87609|t|t|t||534191|176330
8695|Peckham Rye (Catford Loop Lines)|PMR|542300|PCKHMRY|87609|t|t|t||534190|176330
8696|Peckham Rye (South London Lines)|PKH|542362|PKHMRYC|87609|t|t|t|||
8697|Peebles|PBS|933800|PEEBLES||t|f|f|||
8698|Pegswood|PEG|768500|PEGSWD|12124|t|f|f||422760|587150
8699|Pelaw Goods Loops||775405|PELAWGL|13153|f|f|f|||
8700|Pelaw Junction||775400|PELAW|13151|f|f|f|||
8701|Pelaw Metro Junction||775410|PELAWMJ|13152|f|f|f|||
8702|Pelaw Tyne & Wear Metro|PAW|884200|PELAWTW|13154|t|f|f|||
8703|Pelham Street Branston & Washingborough||634005|PELHBW|44091|f|f|f|||
8704|Pelham Street Junction||634062|PELHMST|44053|f|f|f|||
8705|Pemberton|PEM|240300|PBRT|36040|t|f|f||355662|403959
8706|Pembrey & Burry Port|PBY|414000|PMBRYBP|79031|t|f|f||244700|200700
8707|Pembrey Level Crossing||414023|PMBRLX|79033|f|f|f|||
8708|Pembroke|PMB|410100|PEMBROK|80202|t|f|f||199160|201130
8709|Pembroke Dock|PMD|410200|PEMBRKD|80201|t|f|f||197040|203550
8710|Pembroke Ferry Terminal|PDK|250500|PEMBFTM||t|f|f|||
8711|Penallta Colliery|||PNLTACL|78361|f|f|f|||
8712|Penally|PNA|412900|PNALLY|80209|t|f|f||211820|199080
8713|Penarth|PEN|386300|PENARTH|78715|t|f|f||318460|171420
8714|Penarth Curve Civil Engineernulls Sidings||381617|PENTCE|78522|f|f|f|||
8715|Penarth Curve North Junction|PCJ|389973|PENTCNJ|78516|t|f|f|||
8716|Penarth Curve South Junction||381657|PENACSJ|78699|f|f|f|||
8717|Penbardawe Cross|XEL|421602|||f|f|f|||
8718|Pencoed|PCD|385100|PENCOED|79798|t|f|f||296000|181700
8719|Pencoed Up Passenger Loop||385101|PENCUPL|79799|f|f|f|||
8720|Pendleton|PDL|297800|PENDLTN|35148|t|f|f|||
8721|Pendleton Brindle Heath Aggregate Sidings||292913|PENDLAS|31536|f|f|f|||
8722|Pengam|PGM|402100|PENGAM|78356|t|f|f||315030|197570
8723|Pengam Freightliner Terminal|PEF|362700|PENGFLT|77087|t|f|f|||
8724|Pengam Freightliner Terminal Wabtec||||77089|f|f|f|||
8725|Pengam Junction||362712|PENGAMJ|77089|f|f|f|||
8726|Pengam Sidings|PNI|362711|PENGAMS|77088|t|f|f|||
8727|Pengam Sidings Freightliner||362701|PENGFHH|77104|f|f|f|||
8728|Penge East|PNE|507200|PNGEE|88475|t|f|f||535395|170720
8729|Penge Stations||0262|||f|f|f|||
8730|Penge West|PNW|537800|PENEW|87645|t|f|f||534940|170510
8731|Penhelig|PHG|433500|PENHELG|64407|t|f|f||262100|296150
8732|Penistone|PNS|663400|PENISTN|25389|t|f|f||425105|403275
8733|Penkridge|PKG|119500|PNKRDG|65005|t|f|f||392040|313990
8734|Penkridge Bus A449||119502|PNKRBUS||f|f|f|||
8735|Penmaenmawr|PMW|249400|PNMNMWR|40042|t|f|f||271821|376557
8736|Penmaenmawr ARC Freightliner||249413|PNMNAFL|40044|f|f|f|||
8737|Penmaenmawr Marcroft||||40040|f|f|f|||
8738|Penmaenmawr Quarry||249411|PNMNWRQ|40041|f|f|f|||
8739|Penmaenmawr Quarry Freightliner Heavy Haul||249412|PNMNFHH|40038|f|f|f|||
8741|Penmaenmawr Signal PR19||249410|PNMN19|40043|f|f|f|||
8740|Penmaenmawr Signal PR4||249409|PNMN4|40039|f|f|f|||
8742|Penmere|PNM|349900|PENMERE|85513|t|f|f||179850|32300
8743|Penrhiwceiber|PER|399200|PNRHCBR|78132|t|f|f||306050|197670
8744|Penrhyn||191762|PENRHYN||f|f|f|||
8746|Penrhyndeudraeth|PRH|447300|PRHN|64427|t|f|f||261320|338820
8745|Penrhyn "FR"|PRF|250200|PENRNFR||t|f|f|||
8747|Penrhys|PNN|030000|||t|f|f|||
8748|Penrith|PNR|210200|PNTH|9312|t|f|f||351145|529900
8749|Penrith Engineernulls Sidings||210212|PNTHCE|9311|f|f|f|||
8750|Penrith South Junction||210202|PNTHSJT|9313|f|f|f|||
8751|Penryn|PYN|352500|PRYN|85511|t|f|f||177950|34660
8752|Pensarn|PES|446300|PSRN|64419|t|f|f||257800|328000
8753|Penshurst|PHR|547700|PNSHRST|87738|t|f|f||551957|146480
8754|Penshurst Little Brown Jug||547750|PNSHBUS||f|f|f|||
8755|Pensnett Comely Pitt||||65734|f|f|f|||
8756|Pensnett LCP Fuels||||65736|f|f|f|||
8757|Pensnett Trading Estate|||PENSNET||f|f|f|||
8758|Pentre-Bach|PTB|394400|PNTRBCH|78140|t|f|f||306000|203800
8759|Penwithers Junction||354059|PNWTHRJ|85505|f|f|f|||
8760|Pen-y-Bont|PNY|425400|PYBONT|79092|t|f|f||309900|264800
8761|Penychain (Butlins)|BPC|440900|PENYCHN|64504|t|f|f||242800|336500
8762|Penyffordd|PNF|243300|PNYF|41022|t|f|f||329540|361180
8763|Penyffordd Cement Sidings||243311|PNYFDCS|41021|f|f|f|||
8764|Penyffordd Cement Sidings Ground Frame||243312|PNYFCGF|41020|f|f|f|||
8765|Penywaun|PWN|030100|||t|f|f|||
8766|Penzance|PNZ|352600|PENZNCE|85734|t|f|f||147600|30600
8767|Penzance Bus Station|XDV|352603|PENZBUS||f|f|f|||
8768|Penzance Carriage Servicing Depot|XPP||PENZCSS||f|f|f|||
8769|Penzance Heliport||352614|PENZHPT||f|f|f|||
8770|Penzance Shed Fuel Road||352679|PENZSFR|85733|f|f|f|||
8771|Penzance Slopers Siding||352605|PENZUPL|85729|f|f|f|||
8772|Penzance Traction & Rolling Stock Maintenance Depot||352661|PENZTMD|85731|f|f|f|||
8773|Penzance Washer||352650|PENZWAS|85735|f|f|f|||
8774|Perivale LT|ZPE|067300|||t|f|f|||
8775|Perpignan|PGF|874000|||t|f|f|||
8776|Perpignan Roussillon||874001|PERPROU|788|f|f|f|||
8777|Perranporth Beach Road|XCL|354022|PERRBCH||f|f|f|||
8778|Perranwell|PRW|352800|PERANWL|85507|t|f|f||178100|39800
8779|Perry Barr|PRY|112800|PRYBR|65665|t|f|f||406750|290960
8780|Perry Barr Ballast||||65668|f|f|f|||
8781|Perry Barr North Junction|XRA|112801|PRYBRNJ|65667|f|f|f|||
8782|Perry Barr North Junction Goods Loop|||PRYBNGL||f|f|f|||
8783|Perry Barr South Junction||112803|PRYBRSJ|65668|f|f|f|||
8784|Perry Barr West Junction||112804|PRYBRWJ|65834|f|f|f|||
8785|Pershore|PSH|488700|PERSHOR|67345|t|f|f||395200|248000
8786|Perth|PTH|880500|PERTH|3140|t|f|f||311220|723133
8787|Perth Ballast Sidings||879914|PERTBAL|3147|f|f|f|||
8788|Perth CAFP||879912|PERTHCA|3119|f|f|f|||
8789|Perth Carriage Servicing Depot|XPH|879962|PERTHCS|3128|f|f|f|||
8790|Perth Carriage Washing Machine||880589|PERTCWM|3136|f|f|f|||
8791|Perth Down Loop||880535|PERTHDL|3148|f|f|f|||
8792|Perth Loco Inspection Point|PHS|880513|PERTHHS|3140|t|f|f|||
8793|Perth Muirton||879911|PERTMU|3131|f|f|f|||
8794|Perth New Yard Civil Engineernulls Sidings||879960|PERTHNC|3122|f|f|f|||
8795|Perth No 3 Platform||880580|PERTH3P|3140|f|f|f|||
8796|Perth Oil Depot||879913|PERTHOD|3134|f|f|f|||
8797|Perth Signal 64||879915|PERTH64|3141|f|f|f|||
8798|Perth Signalling & Telecommunications Engineernulls Sidings||880568|PERTHST||f|f|f|||
8799|Perth South||880575|PERTHSO|3137|f|f|f|||
8800|Perth South Civil Engineernulls Sidings||880567|PERTHSC||f|f|f|||
8801|Perth Yard||879920|PERTHY|3121|f|f|f|||
8802|Perth Yard||||3128|f|f|f|||
8803|Peterborough|PBO|613300|PBRO|45106|t|t|t||518700|298900
8804|Peterborough Bus Station|||PBROBSS||f|f|f|||
8806|Peterborough Corby Bus Station|CBZ|180000|PBROCOR||t|f|f|||
8805|Peterborough Cory|||PBROCRY||f|f|f|||
8807|Peterborough Crescent Coal Concentration Depot||713615|PBROCTY|45111|f|f|f|||
8808|Peterborough Crescent Shops||713660|PBROCRE|45108|f|f|f|||
8809|Peterborough Crescent Wharf Siding||||45110|f|f|f|||
8810|Peterborough Dereham Market Place|DEB|737100|PBRODMP||t|f|f|||
8811|Peterborough Eastfield Junction|XPQ|613416|PBROEFL|45097|f|f|f|||
8812|Peterborough Eastfield Signal E44||613422|PBROE44|45089|f|f|f|||
8813|Peterborough East Junction|PBE|713700|PBROE|45109|t|f|f|||
8814|Peterborough ECD Infrastructure Servicing Unit||613315|PBROISU|45101|f|f|f|||
8815|Peterborough Ferry Meadows (Nene Park)|||PBROFM|45112|f|f|f|||
8816|Peterborough Flyash Exam Siding||613318|PBROFES|45114|f|f|f|||
8817|Peterborough Holding Sidings|PBF|613320|PBROHS|45103|t|f|f|||
8818|Peterborough Kettering Newlands Centre/Library|KEZ|180100|PBROKET||t|f|f|||
8819|Peterborough Kings Lynn Bus Station|KLB|711300|PBROKLB||t|f|f|||
8820|Peterborough Loco Inspection Point|PIP|613460|PBROLIP|45107|t|f|f|||
8821|Peterborough Maintenance Shed GB Railfreight||613401|PBROGBF|45112|f|f|f|||
8822|Peterborough Nene Carriage Holding Sidings|XPN|713762|PBRONCS|45117|f|f|f|||
8823|Peterborough North Down Departure||713619|PBRONDD|45100|f|f|f|||
8824|Peterborough North Plant Depot||613365|PBRONCE|45116|f|f|f|||
8825|Peterborough Oundle Market Place|OUD|179600|PBROUND||t|f|f|||
8826|Peterborough Queensgate Bus Station|PBU|989800|PBROBST||t|f|f|||
8829|Peterborough Signal P421||613419|PBRO421|45119|f|f|f|||
8830|Peterborough Signal P423||613405|PBRO423|45119|f|f|f|||
8832|Peterborough Signal P466||613301|PBRO466|45091|f|f|f|||
8833|Peterborough Signal P468||613306|PBRO468|45092|f|f|f|||
8834|Peterborough Signal P470||613307|PBRO470|45093|f|f|f|||
8835|Peterborough Signal P500||613324|PBRO500|45017|f|f|f|||
8836|Peterborough Signal P534||613407|PBRO534|45012|f|f|f|||
8837|Peterborough Signal P544||613410|PBRO544|45011|f|f|f|||
8838|Peterborough Signal P552||613408|PBRO552|45009|f|f|f|||
8839|Peterborough Signal P612||613409|PBRO612|44998|f|f|f|||
8827|Peterborough Signal P76||613338|PBRO76|45090|f|f|f|||
8828|Peterborough Signal P78||613411|PBRO78|45099|f|f|f|||
8840|Peterborough Signal P797||613415|PBRO797||f|f|f|||
8841|Peterborough Signal P798||613413|PBRO798||f|f|f|||
8842|Peterborough Signal P799||613417|PBRO799|45106|f|t|t|||
8843|Peterborough Signal P800||613418|PBRO800|45120|f|f|f|||
8831|Peterborough Signals P458/465/466/470|||PBRO458||f|f|f|||
8845|Peterborough Spital Sidings||613406|PBROSTL|45098|f|f|f|||
8844|Peterborough Spital Signalling & Telecommunications Engineernulls Sidings|||PBROSTE||f|f|f|||
8846|Peterborough Sub Signal 67||613403|PBROS67|45118|f|f|f|||
8847|Peterborough Swaffham Tourist Information Centre|SWB|736800|PBROSTI||t|f|f|||
8849|Peterborough Virtual Quarry Freightliner Heavy Haul||613302|PBROVFH|45113|f|f|f|||
8850|Peterborough Virtual Quarry GB Railfreight||613312|PBROVGB|45095|f|f|f|||
8848|Peterborough Virtual Quarry & Tip||613314|PBROVIR|45104|f|f|f|||
8851|Peterborough Washer||613420|PBROWSR|45102|f|f|f|||
8852|Peterborough Westwood Sidings||713618|PBROWSD|45100|f|f|f|||
8853|Peterborough West Yard|XPW|713613|PBROWY|45100|f|f|f|||
8854|Petersfield|PTR|565700|PTRSFLD|87066|t|f|f||474387|123571
8855|Petersfield Signal 8||565706|PTRS8|87075|f|f|f|||
8856|Petersfield Up Civil Engineernulls Sidings||565705|PTRSUS|87075|f|f|f|||
8857|Petteril Bridge Esso||207315|PETLBGE|9171|f|f|f|||
8858|Petteril Bridge Junction|PBJ|207302|PETLBGJ|9180|t|f|f|||
8859|Petts Wood|PET|512300|PETSWD|88492|t|f|t||544440|167550
8860|Petts Wood Junction|XPE|512301|PETSWDJ|88490|f|t|t|||
8862|Pevensey Bay|PEB|546200|PVNSYBY|88270|t|f|f||565137|104606
8861|Pevensey & Westham|PEV|546100|PVNSYAW|88271|t|f|t||563868|104381
8863|Pewsey|PEW|306200|PEWSEY|74818|t|f|f||416070|160370
8864|Philips Park|||PHILPK||f|f|f|||
8865|Philips Park South (No 2) Junction||288006|PHILPK2|32122|f|f|f|||
8866|Philips Park West (No 1) Junction||288005|PHILPK1|32121|f|f|f|||
8867|Piacenza||087211|PIACNZA|332|f|f|f|||
8869|Piccadilly Circus LT|ZPC|013800|PICDYCR|72352|t|f|f|||
8870|Pickering||815512|PICKRNG|15520|f|f|f|||
8871|Pickering Levishamsee also Levisham||815513|PICKLEV|15527|f|f|f|||
8872|Pickering Newton Dale Halt||815514|PICKNDL|15528|f|f|f|||
8873|Picton||791615|PICTON|15877|f|f|f|||
8874|Pierrefitte-Stains||||758|f|f|f|||
8875|Pilning|PIL|321400|PILNING|81118|t|f|f||356620|184380
8876|Pilning East|||PILNNGE||f|f|f|||
8877|Pilot Halt||500364|PILOTHT||f|f|f|||
8878|Pimlico LT|ZPO|077600|||t|f|f|||
8879|Pinhoe|PIN|575700|PINHOE|83453|t|f|f||296413|94160
8880|Pinhoe Level Crossing|||PINHOLC|83452|f|f|f|||
8881|Pinhoe Poltimore Sidings|||PINHPSD||f|f|f|||
8882|Pinmore||950130|PINMORE|8643|f|f|f|||
8883|Pinner LT|ZPI|067500|||t|f|f|||
